assignment_number,comments,participant_id,batch,processed_text,Dominant_Topic,Perc_Contribution,Topic_Keywords,All_Topics
400.0,"The simulation meets all the core requirements as outlined in the assignment. It includes at least 5 acting species (Lynx, Wolf, Deer, Hamster, Plant), with Lynx and Wolf as predators and Deer and Hamster as non-predators. The Lynx and Wolf compete for Deer as a shared food source. The species distinguish males and females which must meet to propagate. Time of day is tracked, with nocturnal vs diurnal behavior for different species.

In addition, several challenge tasks were implemented to a high standard, demonstrating originality and technical excellence. Weather effects impact animal breeding and plant growth. Diseases like WolfFlu and AnimalFlu can infect animals and spread between them.",15,1,"['core', 'outline', 'include', 'least', 'act', 'lynx', 'wolf', 'wolf', 'deer', 'compete', 'share', 'distinguish', 'track', 'nocturnal', 'diurnal', 'different', 'several', 'challenge', 'task', 'implement', 'high', 'standard', 'demonstrating', 'originality', 'impact', 'breed', 'infect', 'spread']",Core Tasks,0.82386166,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.82386166), ('Code/Compilation', 0.10322875), ('Extension Tasks', 0.072909646)]"
525.0,"The core simulation tasks appear to be completed. There are at least 5 acting species (Shark, Piranha, Salmon, Sardine, Seaweed, Shivamfish) with predators and non-predators. Sharks and Piranhas compete for some shared prey. The species distinguish male and female individuals for breeding. Time of day is tracked and influences behaviors. However, the weather and disease extension tasks do not appear to be fully implemented. The GUI displays the simulation but does not visually distinguish between animal types.",15,1,"['core', 'task', 'appear', 'complete', 'least', 'act', 'shark', 'piranha', 'salmon', 'sardine', 'seawee', 'shivamfish', 'shark', 'compete', 'share', 'distinguish', 'individual', 'breed', 'track', 'influence', 'extension', 'task', 'appear', 'implement', 'gui', 'display', 'distinguish', 'type']",Core Tasks,0.80611527,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.80611527), ('Code/Compilation', 0.11090998), ('Extension Tasks', 0.08297476)]"
358.0,"All of the base tasks are completed - the simulation has at least 5 species (rabbits, foxes, plants, squirrels, nuts, vultures, mice). Males and females are distinguished, requiring them to meet to propagate. Time of day is tracked, with some creatures like rabbits and squirrels unable to move at night. However, a few details are missing - the original Fox and Rabbit classes were used rather than being replaced by different predator/prey species as specified. No challenge tasks like weather or disease simulation were attempted.",15,1,"['task', 'complete', 'least', 'species', 'fox', 'squirrel', 'nuts', 'vulture', 'mice', 'distinguish', 'require', 'track', 'creature', 'squirrel', 'unable', 'move', 'detail', 'miss', 'original', 'fox', 'use', 'replace', 'different', 'specify', 'challenge', 'task', 'attempt']",Core Tasks,0.8142734,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.8142734), ('Extension Tasks', 0.0930886), ('Code/Compilation', 0.09263802)]"
137.0,"All core tasks are completed - there are at least 5 acting species (Lion, Leopard, Zebra, Camel, Antelope), with Lions and Leopards as predators competing for the same prey. The species distinguish males and females and require them to meet to propagate. Time of day is tracked, with some creatures exhibiting different behavior at night (Lions and Leopards sleep from 10pm-10am).

Multiple challenge tasks are also implemented, including disease spread, weather that impacts behavior, and a nicely formatted graphical view showing key stats. ",15,1,"['core', 'task', 'complete', 'least', 'act', 'camel', 'lion', 'leopard', 'compete', 'distinguish', 'require', 'track', 'creature', 'exhibit', 'different', 'lion', 'leopard', 'sleep', 'pm', 'multiple', 'challenge', 'task', 'implement', 'include', 'spread', 'impact', 'format', 'graphical', 'view', 'show', 'key', 'stat']",Core Tasks,0.7994273,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.7994273), ('Code/Compilation', 0.11973414), ('Extension Tasks', 0.08083858)]"
125.0,"The simulation appears to be working correctly based on the requirements. It includes at least 5 acting species (Lion, Hyena, Zebra, Hippo, Antelope), with Lions and Hyenas as predators competing for Zebras, and Zebras, Hippos, and Antelopes as non-predator species. The species distinguish males and females and can only breed when they meet. The time of day is tracked and impacts breeding behavior. Plants (grass) are also simulated and grow at different rates based on weather. Earthquakes and disease spread are implemented as challenge tasks. ",15,1,"['appear', 'include', 'least', 'act', 'lion', 'hyena', 'compete', 'zebra', 'antelope', 'track', 'impact', 'breed', 'simulate', 'grow', 'different', 'rate', 'earthquake', 'spread', 'implement', 'challenge', 'task']",Core Tasks,0.8350266,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.8350266), ('Extension Tasks', 0.083265245), ('Code/Compilation', 0.08170813)]"
58.0,"It has at least 5 species (Zebra, Antelope, WildDog, Lion, Tiger), with predators like Lions and Tigers competing for prey like Antelopes. The species seem to distinguish males and females for breeding. Time of day is tracked to influence behaviors. However, Only some challenge tasks like adding plants is finished.",15,1,"['least', 'wilddog', 'lion', 'tiger', 'lion', 'tiger', 'compete', 'antelope', 'seem', 'distinguish', 'breed', 'track', 'influence', 'challenge', 'task', 'add', 'finish']",Core Tasks,0.64047146,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.64047146), ('Code/Compilation', 0.2749626), ('Extension Tasks', 0.08456593)]"
353.0,"The simulation includes at least 5 acting species (Hare, Wolf, Cow, Bear, Deer), with wolves and bears as predators and hares, cows, and deer as non-predators. Wolves and bears compete for some of the same food sources. The species distinguish males and females, requiring them to meet to propagate. Time of day is tracked, with hares moving and feeding during the day but only giving birth at night.",15,1,"['include', 'least', 'act', 'bear', 'deer', 'wolf', 'bear', 'hare', 'cow', 'deer', 'non', 'wolf', 'bear', 'compete', 'distinguish', 'require', 'track', 'hare', 'move', 'feeding', 'give', 'birth']",Core Tasks,0.8232723,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.8232723), ('Extension Tasks', 0.08848497), ('Code/Compilation', 0.088242754)]"
422.0,"All core tasks are completed, with at least 5 acting species (Wolf, Sheep, Snake, Rhizomys, Elephant), including predators (Wolf, Snake) and non-predators (Sheep, Rhizomys, Elephant). The Wolf and Snake compete for Sheep and Rhizomys as shared food sources. The species distinguish males and females, requiring them to meet to propagate. Time of day is tracked, with some behaviors likely differing between day and night. Challenge tasks like adding plants (Bamboo, Grass), weather, and disease are also implemented. ",15,1,"['core', 'task', 'complete', 'least', 'act', 'snake', 'rhizomys', 'elephant', 'include', 'sheep', 'rhizomys', 'elephant', 'compete', 'sheep', 'rhizomys', 'share', 'distinguish', 'require', 'track', 'differ', 'challenge', 'task', 'add', 'bamboo', 'implement']",Core Tasks,0.7985759,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.7985759), ('Code/Compilation', 0.12037462), ('Extension Tasks', 0.081049524)]"
480.0,"The core requirements are mostly implemented, with at least 5 species (Wolf, Rabbit, Bear, Tiger, Deer) including predators and non-predators. The provided rabbit was not replaced with other animals. Wolves and tigers compete for rabbits. The species distinguish males and females that must meet to breed. Time of day is tracked and influences animal behavior. None of the challenge tasks like adding plants, weather or disease appear to be attempted. ",15,1,"['core', 'implement', 'least', 'bear', 'tiger', 'deer', 'include', 'provide', 'replace', 'wolf', 'tiger', 'compete', 'distinguish', 'breed', 'track', 'influence', 'none', 'challenge', 'task', 'add', 'appear', 'attempt']",Core Tasks,0.8159421,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.8159421), ('Code/Compilation', 0.108551964), ('Extension Tasks', 0.07550598)]"
334.0,"The application works as described in the assignment and all base and challenge tasks are completed. The simulation includes at least 5 acting species (Hyena, Mouse, Snake, Bat, Falcon), with at least 2 predators (Hyena, Snake, Falcon) and 2 non-predators (Mouse, Bat). The Hyena and Snake compete for Mice as a shared food source. The species distinguish males and females, requiring them to meet to propagate. Time of day is tracked, with some behaviors differing between day and night (e.g. sleeping at night). Plants (Flower, Grass) are simulated and grow at a given rate. Weather (Rain, Snow, Sun) changes and influences behaviors. Disease can spread between animals. ",15,1,"['describe', 'challenge', 'task', 'complete', 'include', 'least', 'act', 'falcon', 'least', 'compete', 'mouse', 'share', 'distinguish', 'require', 'track', 'differ', 'sleep', 'flower', 'simulate', 'grow', 'give', 'rate', 'rain', 'snow', 'sun', 'change', 'influence', 'spread']",Core Tasks,0.8012043,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.8012043), ('Extension Tasks', 0.12533517), ('Code/Compilation', 0.07346053)]"
160.0,"The application works as described in the assignment, although some minor issues have been encountered in the application.",24,1,"['describe', 'minor', 'encounter']",Extension Tasks,0.6663245,"implement, good, implementation, basic, great, comprehensive, interesting, describe, technical, demonstrate","[('Extension Tasks', 0.6663245), ('Code/Compilation', 0.16684689), ('Core Tasks', 0.16682862)]"
473.0,The application works as described in the assignment; all submission instructions were followed correctly.,24,1,"['describe', 'submission', 'instruction', 'follow']",Extension Tasks,0.4314741,"implement, good, implementation, basic, great, comprehensive, interesting, describe, technical, demonstrate","[('Extension Tasks', 0.4314741), ('Code/Compilation', 0.4302776), ('Core Tasks', 0.13824826)]"
624.0,Minor details of a rask are violated; the application functions correctly on the majority of actions.,24,1,"['minor', 'detail', 'rask', 'violate', 'function', 'majority', 'action']",Code/Compilation,0.6663923,"code, compile, core, run, stable, submission, creative, function, error, seem","[('Code/Compilation', 0.6663923), ('Extension Tasks', 0.1668494), ('Core Tasks', 0.16675828)]"
311.0,The application functions incorrectly on some inputs/actions.,24,1,"['function', 'input', 'action']",Code/Compilation,0.6663923,"code, compile, core, run, stable, submission, creative, function, error, seem","[('Code/Compilation', 0.6663923), ('Extension Tasks', 0.16684943), ('Core Tasks', 0.16675828)]"
105.0,The application functions incorrectly on some inputs/actions.,24,1,"['function', 'input', 'action']",Code/Compilation,0.6663923,"code, compile, core, run, stable, submission, creative, function, error, seem","[('Code/Compilation', 0.6663923), ('Extension Tasks', 0.16684943), ('Core Tasks', 0.16675828)]"
654.0,The application functions incorrectly on some inputs/actions.,24,1,"['function', 'input', 'action']",Code/Compilation,0.6663923,"code, compile, core, run, stable, submission, creative, function, error, seem","[('Code/Compilation', 0.6663923), ('Extension Tasks', 0.16684942), ('Core Tasks', 0.16675828)]"
79.0,"All tasks completed, however, weather could have been implemented using the enum class. ",24,1,"['task', 'complete', 'implement', 'use', 'enum']",Core Tasks,0.68959796,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.68959796), ('Extension Tasks', 0.16592778), ('Code/Compilation', 0.14447427)]"
45.0,"Challenge tasks are implemented, however basic tasks such as having plants are not implemented",24,1,"['challenge', 'task', 'implement', 'basic', 'task', 'implement']",Extension Tasks,0.71824116,"implement, good, implementation, basic, great, comprehensive, interesting, describe, technical, demonstrate","[('Extension Tasks', 0.71824116), ('Core Tasks', 0.14347583), ('Code/Compilation', 0.13828307)]"
51.0,Significant details of task are violated,24,1,"['significant', 'detail', 'task', 'violate']",Core Tasks,0.33333334,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.33333334), ('Extension Tasks', 0.33333334), ('Code/Compilation', 0.33333334)]"
523.0,"The application works as described, all tasks are completed and technical excellence. ",24,1,"['describe', 'task', 'complete', 'technical', 'excellence']",Extension Tasks,0.7233778,"implement, good, implementation, basic, great, comprehensive, interesting, describe, technical, demonstrate","[('Extension Tasks', 0.7233778), ('Code/Compilation', 0.1383266), ('Core Tasks', 0.13829556)]"
410.0,"All base tasks are completed and some of the challenging tasks are done, however, the simulator doesn't run correctly.",24,1,"['task', 'complete', 'challenging', 'task', 'simulator', 'run']",Code/Compilation,0.6665875,"code, compile, core, run, stable, submission, creative, function, error, seem","[('Code/Compilation', 0.6665875), ('Extension Tasks', 0.16672564), ('Core Tasks', 0.1666869)]"
490.0,"There are minor errors in the code, and no challenge task was attempted.",24,1,"['minor', 'error', 'code', 'challenge', 'task', 'attempt']",Code/Compilation,0.5854193,"code, compile, core, run, stable, submission, creative, function, error, seem","[('Code/Compilation', 0.5854193), ('Core Tasks', 0.2896205), ('Extension Tasks', 0.12496027)]"
124.0,There are minor errors in the application; all base tasks are completed; and challenges tasks are also completed.,24,1,"['minor', 'error', 'task', 'complete', 'challenge', 'task', 'complete']",Code/Compilation,0.6663348,"code, compile, core, run, stable, submission, creative, function, error, seem","[('Code/Compilation', 0.6663348), ('Extension Tasks', 0.16689882), ('Core Tasks', 0.16676639)]"
77.0,"The application crashes until a certain point. All the base tasks were completed, challenge task was attempted.",24,1,"['crash', 'certain', 'point', 'task', 'complete', 'challenge', 'task', 'attempt']",Core Tasks,0.66646975,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.66646975), ('Extension Tasks', 0.1667817), ('Code/Compilation', 0.1667486)]"
252.0,The application works as described in the assignment; all base tasks are completed;,24,1,"['describe', 'task', 'complete']",Extension Tasks,0.66632444,"implement, good, implementation, basic, great, comprehensive, interesting, describe, technical, demonstrate","[('Extension Tasks', 0.66632444), ('Code/Compilation', 0.16684689), ('Core Tasks', 0.16682863)]"
236.0,The file StatisticsView does not compile,24,1,"['file', 'statisticsview', 'compile']",Code/Compilation,0.66661185,"code, compile, core, run, stable, submission, creative, function, error, seem","[('Code/Compilation', 0.66661185), ('Extension Tasks', 0.1667067), ('Core Tasks', 0.16668142)]"
549.0,The application works as described in the assignment; all base tasks are completed; the student has completed some of the challenge tasks.,24,1,"['describe', 'task', 'complete', 'complete', 'challenge', 'task']",Extension Tasks,0.6663245,"implement, good, implementation, basic, great, comprehensive, interesting, describe, technical, demonstrate","[('Extension Tasks', 0.6663245), ('Code/Compilation', 0.16684689), ('Core Tasks', 0.16682863)]"
10.0,"The application compiles, but when running the simulator it doesn't work, looks like it crashes.",24,1,"['compile', 'run', 'simulator', 'look', 'crash']",Code/Compilation,0.723539,"code, compile, core, run, stable, submission, creative, function, error, seem","[('Code/Compilation', 0.723539), ('Extension Tasks', 0.1382432), ('Core Tasks', 0.13821778)]"
292.0,The application works as described in the assignment; all base tasks are completed; all submission instructions were followed correctly.,24,1,"['describe', 'task', 'complete', 'submission', 'instruction', 'follow']",Extension Tasks,0.43147478,"implement, good, implementation, basic, great, comprehensive, interesting, describe, technical, demonstrate","[('Extension Tasks', 0.43147478), ('Code/Compilation', 0.4302769), ('Core Tasks', 0.13824826)]"
451.0,Cannot open the project in BlueJ. Error: No Java source files were found in this directory,24,1,"['open', 'project', 'error', 'file', 'find', 'directory']",Code/Compilation,0.66633475,"code, compile, core, run, stable, submission, creative, function, error, seem","[('Code/Compilation', 0.66633475), ('Extension Tasks', 0.16689885), ('Core Tasks', 0.16676639)]"
217.0,The student has completed all baseline tasks to a good level. Some challenges have been implemented with plants and weather effects on agents. The challenge additions are relatively simple but are implemented competently,28,2,"['complete', 'task', 'good', 'challenge', 'implement', 'agent', 'challenge', 'simple', 'implement']",Extension Tasks,0.71850127,"implement, good, implementation, basic, great, comprehensive, interesting, describe, technical, demonstrate","[('Extension Tasks', 0.71850127), ('Core Tasks', 0.1432958), ('Code/Compilation', 0.13820294)]"
623.0,"All baseline requirements have been met to a good standard with appropriate predators and prey, breeding and time of day behaviours. The student has implemented plants as a challenge extension ",28,2,"['good', 'standard', 'appropriate', 'breed', 'implement', 'challenge', 'extension']",Core Tasks,0.6201746,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.6201746), ('Extension Tasks', 0.27400202), ('Code/Compilation', 0.1058234)]"
315.0,The student has met all baseline requirements to a high standard. The student also implemented challenge additions such as plants and weather. The additions have been implemented well with good encapsulation and extensibility,28,2,"['high', 'standard', 'implement', 'challenge', 'implement', 'good', 'encapsulation', 'extensibility']",Core Tasks,0.5383838,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.5383838), ('Extension Tasks', 0.35013017), ('Code/Compilation', 0.111486025)]"
21.0,The student has implemented all baseline tasks to a good standard and have also implemented extensions such as weather and plants. The simulations once instantiated unfortunately terminate very quickly which some parameter tweaking  would fix,28,2,"['implement', 'task', 'good', 'standard', 'implement', 'extension', 'instantiate', 'terminate', 'parameter', 'tweaking', 'fix']",Core Tasks,0.50824887,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.50824887), ('Extension Tasks', 0.38030654), ('Code/Compilation', 0.11144455)]"
212.0,The student has met all the baseline requirements to a good degree. Plants and weather have been added as challenge extensions. The simulation runs well and produces interesting patterns of behaviour,28,2,"['good', 'degree', 'add', 'challenge', 'extension', 'run', 'produce', 'interesting', 'pattern']",Extension Tasks,0.42203113,"implement, good, implementation, basic, great, comprehensive, interesting, describe, technical, demonstrate","[('Extension Tasks', 0.42203113), ('Core Tasks', 0.33748212), ('Code/Compilation', 0.24048673)]"
550.0,The baseline tasks are implemented to a very high standard. Plants are implemented as a challenge task. No other extensions were attempted.,28,2,"['task', 'implement', 'high', 'standard', 'implement', 'challenge', 'task', 'extension', 'attempt']",Core Tasks,0.7837107,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.7837107), ('Extension Tasks', 0.11259916), ('Code/Compilation', 0.103690095)]"
407.0,"The student has met all the baseline requirements and has implemented them well. The student has also implemented all challenge tasks including plants, weather, and infection spread.",28,2,"['implement', 'implement', 'challenge', 'task', 'include', 'infection', 'spread']",Core Tasks,0.73622,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.73622), ('Extension Tasks', 0.14125513), ('Code/Compilation', 0.122524925)]"
497.0,The student has gone above and beyond with implementing all requirements to an exceptional standard and adding their own unique additions such as the simulation initialiser. ,28,2,"['go', 'implement', 'exceptional', 'standard', 'add', 'unique', 'initialiser']",Core Tasks,0.49696666,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.49696666), ('Extension Tasks', 0.3888209), ('Code/Compilation', 0.11421243)]"
271.0,All baseline and extension classes are implemented to a high standard. The simulation shows professionalism and care to detail,28,2,"['extension', 'implement', 'high', 'standard', 'show', 'professionalism', 'care', 'detail']",Core Tasks,0.7657696,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.7657696), ('Extension Tasks', 0.12019922), ('Code/Compilation', 0.114031196)]"
686.0,The student has met all baseline requirements and has implemented some of the challenge extensions including weather-based behaviours and plants. ,28,2,"['implement', 'challenge', 'extension', 'include']",Core Tasks,0.7392995,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.7392995), ('Extension Tasks', 0.13596757), ('Code/Compilation', 0.12473294)]"
539.0,The student has implemented all baseline requirements to a high standard and has added some challenge additions such as plant life and weather based behaviours. The weather based behaviours are simple ,28,2,"['implement', 'high', 'standard', 'add', 'challenge', 'life', 'simple']",Core Tasks,0.7658256,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.7658256), ('Extension Tasks', 0.120158724), ('Code/Compilation', 0.11401564)]"
434.0,The student has submitted the original task code unmodified with no extensions,28,2,"['submit', 'original', 'task', 'code', 'unmodified', 'extension']",Code/Compilation,0.4332874,"code, compile, core, run, stable, submission, creative, function, error, seem","[('Code/Compilation', 0.4332874), ('Core Tasks', 0.4285252), ('Extension Tasks', 0.13818736)]"
510.0,"The student has implemented the baseline requirements to a high standard and has added challenge tasks such as infection spread, weather, and plant life. The student has shown innovation through the UI for changing model parameters ",28,2,"['implement', 'high', 'standard', 'add', 'challenge', 'task', 'infection', 'spread', 'life', 'show', 'innovation', 'change', 'model', 'parameter']",Core Tasks,0.79869676,"program, implement, standard, extension, different, provide, attempt, high, influence, spread","[('Core Tasks', 0.79869676), ('Extension Tasks', 0.102083914), ('Code/Compilation', 0.09921932)]"
74.0,The student has met all baseline tasks and has tackled challenge additions with innovation. The plantlife is interesting and the weather effects are concise but effective,28,2,"['task', 'tackle', 'challenge', 'innovation', 'plantlife', 'interesting', 'concise', 'effective']",Extension Tasks,0.6663353,"implement, good, implementation, basic, great, comprehensive, interesting, describe, technical, demonstrate","[('Extension Tasks', 0.6663353), ('Code/Compilation', 0.16688104), ('Core Tasks', 0.16678366)]"
