assignment_number,comments,participant_id,batch,processed_text,Dominant_Topic,Perc_Contribution,Topic_Keywords,All_Topics
624.0,The documentation consists of comments that are some-what useful in understanding the code.,24,1,['comment'],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
311.0,The documentation is simply comments embedded in the code but does not help the reader understand the code.,24,1,"['comment', 'reader']",Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
105.0,The documentation is simply comments embedded in the code but does not help the reader understand the code.,24,1,"['comment', 'reader']",Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
654.0,The comments are somewhat useful in understanding the code.,24,1,[],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
79.0,Meets all the objectives of the rubric.,24,1,['objective'],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
45.0,Correct,24,1,[],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
51.0,"the comments are useful in understanding the code, however, the code is incomplete",24,1,['comment'],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
523.0,Missing documentation which causes variables not to be clear.,24,1,['variable'],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
410.0,The documentation consists of comments that are useful in understanding the code/structure of the program.,24,1,"['comment', 'structure', 'program']",Quality,0.6663274,"use, line, display, functionality, purpose, type, block, argument, structure, annotation","[('Quality', 0.6663274), ('Description', 0.16683666), ('Subject', 0.16683589)]"
490.0,The comments are somewhat useful in understanding the code.,24,1,[],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
124.0,The documentation of comments is useful in understanding the code or structure of the program.,24,1,"['structure', 'program']",Quality,0.66632736,"use, line, display, functionality, purpose, type, block, argument, structure, annotation","[('Quality', 0.66632736), ('Description', 0.1668367), ('Subject', 0.16683589)]"
77.0,The documentation consists of comments that are useful in understanding the code.,24,1,['comment'],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
252.0,The documentation is well-written and organised and clearly explains what the code is accomplishing and how.,24,1,[],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
236.0,"The code is clean, understandable and organised",24,1,[],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
549.0,The documentation consists of comments that are useful in understanding the code and structure of the program,24,1,"['comment', 'structure', 'program']",Quality,0.66632736,"use, line, display, functionality, purpose, type, block, argument, structure, annotation","[('Quality', 0.66632736), ('Description', 0.1668367), ('Subject', 0.1668359)]"
10.0,The documentation is well-written and organised and clearly explains what the code is accomplishing and how.,24,1,[],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
292.0,"The documentation is well-written, organised and clearly explains what the code is accomplishing and how",24,1,[],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
451.0,The comments are somewhat useful in understanding the code.,24,1,[],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
217.0,The code is very well documented with each class and method described well. Inputs and outputs are also described well with JavaDoc annotations,28,2,"['class', 'method', 'output', 'annotation']",Subject,0.76938313,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.76938313), ('Quality', 0.11536668), ('Description', 0.11525018)]"
623.0,The code is very well documented with appropriate use of JavaDoc annotations for method input and outputs,28,2,"['use', 'annotation', 'method', 'input', 'output']",Subject,0.60839933,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.60839933), ('Quality', 0.27772483), ('Description', 0.11387585)]"
315.0,The code is documented to a high standard throughout. Parameter and output annotations are used well.,28,2,"['parameter', 'output', 'annotation']",Subject,0.7545778,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.7545778), ('Quality', 0.122782536), ('Description', 0.12263967)]"
21.0,The code is documented to a high level throughout all classes and methods. The method inputs and outputs are described well,28,2,"['class', 'method', 'method', 'output']",Subject,0.75184554,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.75184554), ('Description', 0.12408023), ('Quality', 0.12407429)]"
212.0,The code is documented well overall with good descriptions for each class and method. Input and outputs for methods are annotated well. Some class descriptions are copy-pasted without modification and so are incorrect in some instances,28,2,"['class', 'method', 'input', 'output', 'method', 'class', 'copy', 'modification', 'instance']",Subject,0.755305,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.755305), ('Description', 0.12234986), ('Quality', 0.12234513)]"
550.0,The code is documented to a very high standard throughout. All classes and methods are described well and annotations are used to describe inputs and outputs of methods. ,28,2,"['class', 'method', 'annotation', 'output', 'method']",Subject,0.7733262,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.7733262), ('Quality', 0.11338594), ('Description', 0.11328787)]"
407.0,The code is documented to a very high standard throughout. All classes and methods are described in detail with good use of annotations. Good conventions are used for method descriptions,28,2,"['class', 'method', 'detail', 'use', 'annotation', 'convention', 'method']",Subject,0.61685187,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.61685187), ('Quality', 0.26974848), ('Description', 0.11339965)]"
497.0,The code is documented to an exceptional standard throughout. All classes and methods are described very well and javadoc annotations are used appropriately,28,2,"['class', 'method', 'annotation']",Subject,0.74412185,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.74412185), ('Quality', 0.12803414), ('Description', 0.12784405)]"
271.0,"The code is very well documented. The classes and methods are described to an excellent standard , inputs and outputs are described in detail.",28,2,"['class', 'method', 'input', 'output', 'detail']",Subject,0.7505622,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.7505622), ('Description', 0.12472243), ('Quality', 0.12471535)]"
686.0,"The code documentation is good overall, however, is inconsistent in places. In particular some methods are not annotated with inputs and output descriptions whilst others are",28,2,"['place', 'method', 'input', 'output']",Subject,0.71756357,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.71756357), ('Description', 0.14122395), ('Quality', 0.14121248)]"
539.0,"The code is documented very well throughout and shows a good understanding of javadoc. Good, consistent, annotations are used for method inputs and outputs.",28,2,"['annotation', 'method', 'output']",Subject,0.74833894,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.74833894), ('Quality', 0.12590884), ('Description', 0.12575223)]"
434.0,The student has submitted the original task code unmodified with no extensions,28,2,['extension'],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
510.0,"The code is documented to a good standard with good descriptions of methods, inputs, and outputs. However, some descriptions are copy-pasted between classes and so are incorrect (e.g. the bear class references the fox class in the variable descriptions)",28,2,"['method', 'output', 'class', 'bear', 'class', 'reference', 'class']",Subject,0.7399479,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.7399479), ('Description', 0.13002838), ('Quality', 0.13002372)]"
74.0,"The code is documented well with most methods being annotated and described well. Getters and setters are not described, however, this is reasonable in most cases",28,2,"['method', 'getter', 'setter', 'case']",Subject,0.66661596,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.66661596), ('Description', 0.16669317), ('Quality', 0.16669081)]"
183.0,The code is documented to a reasonable standard with all methods at least annotated. Many methods are only annotated with their return values rather than also including a description. Because of the good naming conventions this is largely acceptable,28,2,"['method', 'method', 'return', 'value', 'naming', 'convention']",Subject,0.75539625,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.75539625), ('Quality', 0.12230219), ('Description', 0.12230159)]"
563.0,The code is documented very thoroughly and to a high standard. All classes and methods are described well and include annotations describing their inputs and outptuts. Some of the methods could benefit from additional in-line comments to add clarification.,28,2,"['class', 'method', 'annotation', 'input', 'outptut', 'method', 'line', 'comment', 'clarification']",Subject,0.5904598,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.5904598), ('Quality', 0.29625484), ('Description', 0.113285385)]"
286.0,"The code is documented well for the most part with each class and method described well. However, some method inputs/outputs are not described at all.",28,2,"['part', 'class', 'method', 'method', 'output']",Subject,0.75184554,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.75184554), ('Description', 0.12408023), ('Quality', 0.12407429)]"
287.0,The code is documented very well with good descriptions across all classes and methods. Appropriate annotations are used for method inputs and outputs. More complex methods are annotated with inline comments too.,28,2,"['class', 'method', 'annotation', 'method', 'output', 'method', 'inline', 'comment']",Subject,0.7695214,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.7695214), ('Quality', 0.11528301), ('Description', 0.115195595)]"
454.0,The code is documented very well overall all classes and methods annotated and described well. Some method descriptions do not use the correct annotations to describe parameters,28,2,"['class', 'method', 'method', 'annotation', 'parameter']",Subject,0.77333784,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77333784), ('Quality', 0.11338581), ('Description', 0.11327636)]"
462.0,No java source files were included in the submission - only Java files and so the code cannot be compiled,28,2,"['source', 'file', 'submission', 'file']",Description,0.6665952,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.6665952), ('Subject', 0.16670692), ('Quality', 0.16669784)]"
585.0,"missing/confusing documentation for classes.
most of the explanatory comments are clear.",8,2,"['class', 'comment']",Subject,0.66659755,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.66659755), ('Quality', 0.16670135), ('Description', 0.1667011)]"
40.0,explanatory comments could be added,8,2,['comment'],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
639.0,copy paste issues are  persisted in documentation comments,8,2,"['copy', 'paste', 'issue', 'comment']",Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
316.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.11437874), ('Quality', 0.114362314)]"
554.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviours. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'input', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.11437876), ('Quality', 0.114362314)]"
274.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.11437874), ('Quality', 0.114362314)]"
36.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.114378735), ('Quality', 0.1143623)]"
522.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.114378765), ('Quality', 0.11436232)]"
361.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.11437876), ('Quality', 0.114362314)]"
111.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.11437874), ('Quality', 0.1143623)]"
399.0,No changes were made to the default code provided. Same code as the default files provided. No changes were made.,3,1,"['change', 'default', 'default', 'file', 'change']",Description,0.6665953,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.6665953), ('Subject', 0.16670692), ('Quality', 0.16669783)]"
650.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.11437876), ('Quality', 0.114362314)]"
59.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.11437874), ('Quality', 0.114362314)]"
119.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.11437874), ('Quality', 0.114362314)]"
427.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.11437876), ('Quality', 0.114362314)]"
588.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.114378735), ('Quality', 0.1143623)]"
629.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.114378765), ('Quality', 0.11436232)]"
601.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.11437876), ('Quality', 0.114362314)]"
234.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.11437875), ('Quality', 0.11436232)]"
29.0,No changes were made to the default code provided.,3,1,"['change', 'default']",Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
565.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.11437874), ('Quality', 0.114362314)]"
612.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.11437876), ('Quality', 0.114362314)]"
144.0,"Each class and method is accompanied by comments that clearly explain their role, inputs, outputs, and behaviors. Well documented.",3,1,"['class', 'method', 'comment', 'role', 'output']",Subject,0.77125895,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.77125895), ('Description', 0.11437876), ('Quality', 0.114362314)]"
458.0,Student ID missing from all the files.,18,1,['file'],Description,0.6665952,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.6665952), ('Subject', 0.16670692), ('Quality', 0.16669784)]"
608.0,"The code is well documented and explained, every method has explanation and every variable is explained.",18,1,"['method', 'explanation', 'variable']",Subject,0.6666164,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.6666164), ('Description', 0.16669296), ('Quality', 0.1666906)]"
553.0,The code is well documented throughout,18,1,[],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
389.0,"The code is mostly easy to read, but many sections do not have enough comments, while some sections have redundant comments.",18,1,"['section', 'comment', 'section', 'comment']",Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
377.0,"The code is mostly well-documented, but there are some places in the code where the comments are not present.",18,1,"['place', 'comment']",Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
46.0,Some places do not explain enough of how the methods work.,18,1,"['place', 'method']",Subject,0.6666164,"method, class, annotation, header, output, parameter, value, return, role, type","[('Subject', 0.6666164), ('Description', 0.16669296), ('Quality', 0.1666906)]"
80.0,"Comments were correctly added, but the code is too simplistic.",18,1,['comment'],Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
82.0,There are some sections where there are not enough comments. Some of the comments do not correspond,18,1,"['section', 'comment', 'comment']",Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
651.0,There are some locations in the code that lack of comments and other explanations.,18,1,"['location', 'comment', 'explanation']",Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
365.0,Unnecessary paragraph tags in comments. Some sections contain redundant comments.,18,1,"['paragraph', 'tag', 'comment', 'section', 'comment']",Description,0.33333334,"concise, function, name, number, file, challenge, representation, type, elaboration, header","[('Description', 0.33333334), ('Subject', 0.33333334), ('Quality', 0.33333334)]"
