assignment_number,comments,participant_id,batch,processed_text,Dominant_Topic,Perc_Contribution,Topic_Keywords,All_Topics
400.0,Code is well-formatted with consistent indentation and whitespace usage. Methods are focused and names are meaningful. Public vs private access is used appropriately. The code is easy to follow and self-explanatory.,15,1,"['code', 'indentation', 'whitespace', 'usage', 'method', 'name', 'access', 'code']",Access Modifier,0.46505746,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.46505746), ('Naming', 0.26508245), ('Indentation', 0.18453166), ('Structure', 0.085328445)]"
525.0,"The code is well organized and easy to follow. Good naming conventions are used for classes, methods and variables. Indentation and whitespace are used consistently. A few very long methods could benefit from being broken up for better readability.",15,1,"['code', 'naming', 'convention', 'method', 'variable', 'indentation', 'whitespace', 'method']",Naming,0.4046692,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.4046692), ('Access Modifier', 0.38620436), ('Indentation', 0.13408305), ('Structure', 0.07504338)]"
358.0,The code is generally clean and organized with consistent indentation and spacing. Meaningful variable and method names are used.,15,1,"['indentation', 'method', 'name']",Access Modifier,0.45893744,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.45893744), ('Indentation', 0.33108044), ('Naming', 0.104992054), ('Structure', 0.10499003)]"
137.0,"The code is exceptionally well organized and very easy to read. Indentation and whitespace is used consistently and appropriately. Method and variable names are meaningful (e.g. getID(), giveBirth()). Comments are present to explain important sections without being excessive. Overall the code is very clean and easy to follow.",15,1,"['indentation', 'whitespace', 'name', 'getid', 'section', 'code']",Naming,0.4768919,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.4768919), ('Indentation', 0.31113338), ('Access Modifier', 0.10599253), ('Structure', 0.105982125)]"
125.0,The code is well organized into logical classes and methods with clear names. Indentation and whitespace are used consistently to separate code blocks. Lines are not excessively long. ,15,1,"['code', 'method', 'name', 'indentation', 'whitespace', 'code', 'line']",Naming,0.35266763,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.35266763), ('Access Modifier', 0.31774113), ('Indentation', 0.23654811), ('Structure', 0.093043156)]"
58.0,The code is generally readable and well-organized. Class and variable names are meaningfu. Related code is typically grouped together logically within each class. Indentation and whitespace are used consistently.,15,1,"['code', 'name', 'indentation', 'whitespace']",Naming,0.47689292,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.47689292), ('Indentation', 0.3111328), ('Access Modifier', 0.10599223), ('Structure', 0.10598208)]"
353.0,"The code is generally well organized and readable. Class, method, and variable names are descriptive. Indentation and white space are used consistently. A few methods are on the longer side and could potentially be refactored into sub-methods to improve readability.",15,1,"['method', 'variable', 'name', 'indentation', 'white', 'method', 'side', 'sub', 'method']",Access Modifier,0.6223336,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.6223336), ('Indentation', 0.17666158), ('Naming', 0.10050326), ('Structure', 0.100501604)]"
422.0,The code is well-organized and easy to understand. Classes are separated into logical files. Naming of variables and methods is generally clear and meaningful. Indentation and whitespace usage is mostly consistent. Some longer methods could benefit from more explanatory comments or being broken into smaller sub-methods. ,15,1,"['code', 'understand', 'file', 'variable', 'method', 'indentation', 'whitespace', 'usage', 'method', 'sub', 'method']",Access Modifier,0.54101044,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.54101044), ('Naming', 0.21046424), ('Indentation', 0.15703323), ('Structure', 0.09149211)]"
480.0,"The code formatting is decent, with consistent indentation and spacing. Meaningful names are used for variables and methods. The code is organized logically and is fairly easy to follow.",15,1,"['code', 'indentation', 'name', 'variable', 'method']",Access Modifier,0.58488923,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.58488923), ('Indentation', 0.22744991), ('Naming', 0.0938311), ('Structure', 0.09382978)]"
334.0,The application is exceptionally well organized and very easy to understand. Indentation and whitespace are used consistently and appropriately. Method and variable names are meaningful. Comments are used effectively to explain less obvious code. The code follows Java conventions and is easily readable.,15,1,"['indentation', 'whitespace', 'name', 'code', 'code', 'convention']",Naming,0.58971506,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.58971506), ('Indentation', 0.22305684), ('Access Modifier', 0.09361891), ('Structure', 0.09360918)]"
160.0,The student used indentation appropriately and consistently to delineate code blocks,24,1,"['indentation', 'code']",Indentation,0.62498784,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.62498784), ('Access Modifier', 0.12500784), ('Naming', 0.12500237), ('Structure', 0.12500198)]"
473.0,"The code is clean, understandable and organised.",24,1,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
624.0,The application has one or two issues that make the program difficult to understand such as poorly named identifiers and disorganised code.,24,1,"['program', 'understand', 'identifier', 'code']",Indentation,0.62498116,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.62498116), ('Access Modifier', 0.12500843), ('Naming', 0.12500618), ('Structure', 0.12500425)]"
311.0,The application has one or two issues that makes the program difficult to understand such as disorganised code,24,1,"['program', 'code']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
105.0,The application has more than two issues that make the program difficult to understand.,24,1,"['program', 'understand']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
654.0,The application is well organised; the student used indentation appropriately and consistently to delineate code blocks.,24,1,"['indentation', 'code']",Indentation,0.62498784,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.62498784), ('Access Modifier', 0.12500784), ('Naming', 0.12500237), ('Structure', 0.12500198)]"
79.0,"There are missing method descriptions, plus some descriptions are copy-pasted and the animals are not changed.",24,1,"['method', 'description', 'description', 'animal']",Access Modifier,0.6249876,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.6249876), ('Indentation', 0.12500551), ('Naming', 0.12500437), ('Structure', 0.1250025)]"
45.0,"The simulator contains Weather logic, ideally, Weather should contain its logic and be called by the simulator.",24,1,"['simulator', 'weather', 'logic', 'contain', 'logic', 'simulator']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
51.0,"the code is clean, understandable and organised, however the code is incomplete",24,1,['code'],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
523.0,Some variables are not descriptive.,24,1,['variable'],Access Modifier,0.6249898,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.6249898), ('Indentation', 0.1250048), ('Naming', 0.12500319), ('Structure', 0.12500222)]"
410.0,"The code is clean, understandable and organised; the student used meaningful identifier names.",24,1,"['identifier', 'name']",Indentation,0.6249814,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.6249814), ('Access Modifier', 0.12500831), ('Naming', 0.1250061), ('Structure', 0.1250042)]"
490.0,The application has minor issues such as inconsistent indentation.,24,1,['indentation'],Indentation,0.6249878,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.6249878), ('Access Modifier', 0.12500785), ('Naming', 0.12500235), ('Structure', 0.12500198)]"
124.0,"The code is clean, understandable and organised.",24,1,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
77.0,"The code is clean, understandable and organised.",24,1,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
252.0,The application is well organised; the student used indentation appropriately and consistently to delineate code blocks.,24,1,"['indentation', 'code']",Indentation,0.62498784,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.62498784), ('Access Modifier', 0.12500785), ('Naming', 0.12500237), ('Structure', 0.12500198)]"
236.0,"The code is clean, understandable and organised; the student used meaningful identifier names.",24,1,"['identifier', 'name']",Indentation,0.6249811,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.6249811), ('Access Modifier', 0.12500846), ('Naming', 0.12500618), ('Structure', 0.12500423)]"
549.0,"The code is clean, understandable and organised",24,1,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
10.0,The application is exceptionally well-organised and very easy to understand;,24,1,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
292.0,The application is exceptionally well-organised and very easy to understand.,24,1,[],Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
451.0,"The code is clean, understandable and organised; the student used meaningful identifier names.",24,1,"['identifier', 'name']",Indentation,0.6249814,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.6249814), ('Access Modifier', 0.12500831), ('Naming', 0.1250061), ('Structure', 0.1250042)]"
217.0,The code is presented to a good standard with appropriate naming and use of access modifiers. Some lines of code are too long and there is some inconsistent use of indentation.,28,2,"['code', 'naming', 'access', 'modifier', 'line', 'indentation']",Access Modifier,0.4969518,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.4969518), ('Naming', 0.24134873), ('Indentation', 0.17617057), ('Structure', 0.085528895)]"
623.0,"The code is presented well with good naming conventions, formatting, and access modifiers.",28,2,"['code', 'naming', 'convention', 'access', 'modifier']",Access Modifier,0.44783613,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.44783613), ('Naming', 0.384831), ('Indentation', 0.0836689), ('Structure', 0.083663926)]"
315.0,The code is presented well with good naming conventions and formatting. Unfortunately some access modifiers are not appropriate with many methods being left public,28,2,"['code', 'naming', 'convention', 'access', 'modifier', 'method']",Access Modifier,0.50465983,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.50465983), ('Naming', 0.3397235), ('Indentation', 0.07781055), ('Structure', 0.077806115)]"
21.0,"The code is very well presented with good formatting, naming conventions, and use of access modifiers. Naming the animals as Destiny characters is interesting.",28,2,"['code', 'naming', 'convention', 'access', 'modifier', 'naming', 'animal', 'destiny', 'character']",Naming,0.44642407,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.44642407), ('Access Modifier', 0.38426608), ('Indentation', 0.08465728), ('Structure', 0.0846526)]"
212.0,"The code is presented well with good naming conventions and formatting. Access modifiers are used appropriately. However, some spacing and tabbing is used inconsistently",28,2,"['code', 'naming', 'convention', 'access', 'modifier', 'tabbing']",Access Modifier,0.4478355,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.4478355), ('Naming', 0.3848314), ('Indentation', 0.08366913), ('Structure', 0.08366398)]"
550.0,"The code is formatted very well with good naming conventions and formatting. Access modifiers are used correctly and spacing, tabbing is generally good. Some lines of code are too long. ",28,2,"['code', 'naming', 'convention', 'access', 'modifier', 'line']",Access Modifier,0.44783613,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.44783613), ('Naming', 0.38483104), ('Indentation', 0.08366891), ('Structure', 0.08366393)]"
407.0,The code readability is very high with good formatting throughout. Good naming conventions and indenting is used and general ,28,2,"['formatting', 'naming', 'convention', 'general']",Naming,0.6886969,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.6886969), ('Access Modifier', 0.10376888), ('Indentation', 0.10376847), ('Structure', 0.1037657)]"
497.0,The code is presented incredibly well with good naming conventions and formatting. Correct access modifiers are used throughout,28,2,"['naming', 'convention', 'access', 'modifier']",Access Modifier,0.44783536,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.44783536), ('Naming', 0.38483158), ('Indentation', 0.08366911), ('Structure', 0.08366398)]"
271.0,"The code is presented to a high standard. The methods are structured well with good naming conventions, formatting and whitespace. Formatting is consistent throughout",28,2,"['method', 'naming', 'convention', 'whitespace']",Naming,0.6029826,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.6029826), ('Access Modifier', 0.22985211), ('Indentation', 0.083585076), ('Structure', 0.083580256)]"
686.0,The code is presented well with good consistent naming conventions and formatting. Appropriate access modifiers are used throughout,28,2,"['code', 'naming', 'convention', 'access', 'modifier']",Access Modifier,0.44783616,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.44783616), ('Naming', 0.38483098), ('Indentation', 0.0836689), ('Structure', 0.083663926)]"
539.0,The code is presented cleanly with good naming conventions and formatting. Appropriate access modifiers are used throughout,28,2,"['code', 'naming', 'convention', 'access', 'modifier']",Access Modifier,0.44783616,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.44783616), ('Naming', 0.384831), ('Indentation', 0.08366891), ('Structure', 0.08366393)]"
434.0,The student has submitted the original task code unmodified with no extensions,28,2,"['task', 'code', 'extension']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
510.0,"The code is presented well overall with good naming conventions, formatting, and use of access modifiers. Some methods are left unimplemented with just signatures remaining which should be avoided.",28,2,"['code', 'naming', 'convention', 'access', 'modifier', 'method', 'signature']",Access Modifier,0.50465983,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.50465983), ('Naming', 0.3397235), ('Indentation', 0.07781055), ('Structure', 0.077806115)]"
74.0,The code is presented reasonably well overall with good naming conventions. Some of the formatting is inconsistent particularly with new-line and tabbing. Some methods should have a more limited access modifier,28,2,"['naming', 'convention', 'inconsistent', 'line', 'method', 'access', 'modifier']",Access Modifier,0.50465983,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.50465983), ('Naming', 0.3397235), ('Indentation', 0.07781055), ('Structure', 0.077806115)]"
183.0,The code is presented well with good naming conventions and formatting. Some lines of code are too long and as such overrun. ,28,2,"['code', 'naming', 'convention', 'line', 'overrun']",Naming,0.6886969,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.6886969), ('Access Modifier', 0.10376888), ('Indentation', 0.10376847), ('Structure', 0.1037657)]"
563.0,"The code is presented well with good consistent naming conventions and overall good formatting. Again, lengthy methods makes the readability of the code more challenging than it should be",28,2,"['code', 'naming', 'convention', 'method', 'code']",Naming,0.5377948,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.5377948), ('Access Modifier', 0.27850416), ('Indentation', 0.09185308), ('Structure', 0.091848)]"
286.0,"The code is presented well throughout with good naming conventions, formatting, and use of whitespace. Appropriate access modifiers are used throughout. ",28,2,"['code', 'naming', 'convention', 'whitespace', 'access', 'modifier']",Naming,0.45782617,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.45782617), ('Access Modifier', 0.3869925), ('Indentation', 0.077593036), ('Structure', 0.077588305)]"
287.0,The code is presented very well with clear naming and formatting. Appropriate access modifiers are used for methods. The methods themselves are formatted clearly,28,2,"['code', 'naming', 'access', 'modifier', 'method', 'method']",Access Modifier,0.6252309,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.6252309), ('Naming', 0.2055235), ('Indentation', 0.08462438), ('Structure', 0.08462117)]"
454.0,"The code readability is very high with good presentation. Good naming conventions and formatting is used throughout and classes are even organised according to their abstract, non-abstract methods in alphabetical order",28,2,"['presentation', 'naming', 'convention', 'method', 'order']",Naming,0.5377947,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.5377947), ('Access Modifier', 0.27850416), ('Indentation', 0.09185308), ('Structure', 0.091848)]"
462.0,No java source files were included in the submission - only Java files and so the code cannot be compiled,28,2,"['source', 'file', 'submission']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
107.0,"method naming conventions are not correct:
Method names should be verbs:
In java method names should begin with lowercase letter and camelcase.
Formatting can be fixed in some regions of code",8,2,"['method', 'naming', 'convention', 'method', 'name', 'method', 'name', 'lowercase', 'letter', 'camelcase', 'region', 'code']",Access Modifier,0.43736076,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.43736076), ('Naming', 0.36758775), ('Indentation', 0.097528525), ('Structure', 0.09752297)]"
520.0,overall good but method names could be improved,8,2,"['method', 'name']",Access Modifier,0.6249876,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.6249876), ('Indentation', 0.12500551), ('Naming', 0.1250044), ('Structure', 0.1250025)]"
415.0,formatting and naming could be  more proper,8,2,['naming'],Naming,0.62499464,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.62499464), ('Access Modifier', 0.12500224), ('Indentation', 0.12500216), ('Structure', 0.125001)]"
661.0,formatting and naming could be  more proper,8,2,['naming'],Naming,0.62499464,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.62499464), ('Access Modifier', 0.12500224), ('Indentation', 0.12500216), ('Structure', 0.125001)]"
501.0,"namings could be improved, in Java we should name static variables with letters that all upper, otherwise camelcase should be followed. ",8,2,"['naming', 'name', 'variable', 'letter', 'camelcase']",Access Modifier,0.4256536,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.4256536), ('Naming', 0.36661437), ('Indentation', 0.103867665), ('Structure', 0.103864335)]"
109.0,"
- Class names should begin with upper letter in Java
- Variable names should be camelCase, usually static variables is named with UPPERCASE letters
-missing/unclear documentation for some of the classes 
- code formatting is missing in some classes ",8,2,"['name', 'letter', 'name', 'variable', 'uppercase', 'letter', 'code']",Access Modifier,0.62498975,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.62498975), ('Indentation', 0.12500483), ('Naming', 0.1250032), ('Structure', 0.12500224)]"
168.0,"formatting and method/class naming could be  more proper since some places namings are confusing, like getGender returns boolean, Condition class keeps conditions which is too general",8,2,"['method', 'naming', 'place', 'naming', 'return', 'condition', 'condition']",Naming,0.49884555,"naming, whitespace, convention, modifier, access, indentation, method, organisation, function, structure","[('Naming', 0.49884555), ('Access Modifier', 0.28610906), ('Indentation', 0.1075248), ('Structure', 0.10752058)]"
182.0,"formatting and naming could be  improved
- Method/Variable names should begin with lower case letters according to best practices
- Check spelling Virus instead of Vrius
- use all upper case letter namings for static variables",8,2,"['naming', 'method', 'name', 'case', 'letter', 'practice', 'spelling', 'virus', 'case', 'letter', 'naming', 'variable']",Access Modifier,0.4158493,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.4158493), ('Naming', 0.3950586), ('Indentation', 0.0945476), ('Structure', 0.094544485)]"
639.0,"namings could be improved, in Java we should name static variables with letters that all upper, otherwise camelcase should be followed. ",8,2,"['naming', 'name', 'variable', 'letter', 'camelcase']",Access Modifier,0.42565364,"variable, method, modifier, access, indentation, convention, whitespace, naming, function, identifier","[('Access Modifier', 0.42565364), ('Naming', 0.36661434), ('Indentation', 0.1038677), ('Structure', 0.10386436)]"
316.0,"The codebase demonstrates a high level of organisation, consistent indentation, and meaningful identifier names.",3,1,"['level', 'organisation', 'indentation', 'identifier', 'name']",Indentation,0.7443678,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.7443678), ('Access Modifier', 0.08521259), ('Naming', 0.08521086), ('Structure', 0.08520878)]"
554.0,"The codebase demonstrates a high level of organisation, consistent indentation, and meaningful identifier names.",3,1,"['level', 'organisation', 'indentation', 'identifier', 'name']",Indentation,0.7443678,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.7443678), ('Access Modifier', 0.08521259), ('Naming', 0.08521086), ('Structure', 0.08520878)]"
274.0,"The codebase demonstrates a high level of organisation, consistent indentation, and meaningful identifier names.",3,1,"['level', 'organisation', 'indentation', 'identifier', 'name']",Indentation,0.7443678,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.7443678), ('Access Modifier', 0.08521259), ('Naming', 0.08521086), ('Structure', 0.08520878)]"
36.0,"The codebase demonstrates a high level of organisation, consistent indentation, and meaningful identifier names.",3,1,"['level', 'organisation', 'indentation', 'identifier', 'name']",Indentation,0.7443678,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.7443678), ('Access Modifier', 0.08521259), ('Naming', 0.08521086), ('Structure', 0.08520878)]"
522.0,"The codebase demonstrates a high level of organisation, consistent indentation, and meaningful identifier names.",3,1,"['level', 'organisation', 'indentation', 'identifier', 'name']",Indentation,0.7443678,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.7443678), ('Access Modifier', 0.08521259), ('Naming', 0.08521086), ('Structure', 0.08520878)]"
361.0,"The codebase demonstrates a high level of organisation, consistent indentation, and meaningful identifier names.",3,1,"['level', 'organisation', 'indentation', 'identifier', 'name']",Indentation,0.7443678,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.7443678), ('Access Modifier', 0.08521259), ('Naming', 0.08521086), ('Structure', 0.08520878)]"
111.0,"The codebase demonstrates a high level of organisation, consistent indentation, and meaningful identifier names.",3,1,"['level', 'organisation', 'indentation', 'identifier', 'name']",Indentation,0.7443678,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.7443678), ('Access Modifier', 0.08521259), ('Naming', 0.08521086), ('Structure', 0.08520878)]"
399.0,No changes were made to the default code provided. Same code as the default files provided. No changes were made.,3,1,"['change', 'default', 'code', 'code', 'default', 'file', 'change']",Structure,0.25,"function, structure, indentation, level, variable, convention, identifier, naming, whitespace, modifier","[('Structure', 0.25), ('Indentation', 0.25), ('Naming', 0.25), ('Access Modifier', 0.25)]"
650.0,"The codebase demonstrates a high level of organisation, consistent indentation, and meaningful identifier names.",3,1,"['level', 'organisation', 'indentation', 'identifier', 'name']",Indentation,0.7443678,"indentation, level, identifier, organisation, structure, function, variable, naming, whitespace, method","[('Indentation', 0.7443678), ('Access Modifier', 0.08521259), ('Naming', 0.08521086), ('Structure', 0.08520878)]"
